Name,Course,Sector,Links
"AISAT Kochi - Albertian Institute of Science and Technology- Technical Campus, School of Engineering, Ernakulam",B.Tech Civil Engineering,Private,https://www.careers360.com/colleges/albertian-institute-of-science-and-technology-technical-campus-school-of-engineering-ernakulam?icn=college_page&ici=clg_5033_college_listing_tuple
"AISAT Kochi - Albertian Institute of Science and Technology- Technical Campus, School of Engineering, Ernakulam",B.Tech Civil Engineering,Private,https://www.careers360.com/colleges/albertian-institute-of-science-and-technology-technical-campus-school-of-engineering-ernakulam?icn=college_page&ici=clg_5033_college_listing_tuple
"AIT Chikmagalur - Adichunchanagiri Institute of Technology, Chikmagalur",BE Computer Science and Engineering,Private,https://www.careers360.com/colleges/adichunchanagiri-institute-of-technology-chikmagalur?icn=college_page&ici=clg_5074_college_listing_tuple
"AITH Kanpur - Dr Ambedkar Institute of Technology for Handicapped, Kanpur",MBA,Private,https://www.careers360.com/colleges/dr-ambedkar-institute-of-technology-for-handicapped-kanpur?icn=college_page&ici=clg_4552_college_listing_tuple
"AITR Indore - Acropolis Institute of Technology and Research, Indore",B.Tech Artificial Intelligence and Machine Learning,Private,https://www.careers360.com/colleges/acropolis-institute-of-technology-and-research-indore?icn=college_page&ici=clg_5087_college_listing_tuple
"AJ Institute of Engineering and Technology, Mangalore",MCA,Private,https://www.careers360.com/colleges/aj-institute-of-engineering-and-technology-mangalore?icn=college_page&ici=clg_17168_college_listing_tuple
"AKNM Government Polytechnic College, Tirurangadi",M.Sc Data Science and Analytics,Public/Govt,https://www.careers360.com/colleges/aknm-government-polytechnic-college-tirurangadi?icn=college_page&ici=clg_28469_college_listing_tuple
"AL College of Education, Guntur",B.Arch,Private,https://www.careers360.com/colleges/al-college-of-education-guntur?icn=college_page&ici=clg_17044_college_listing_tuple
"ALIET Vijayawada - Andhra Loyola Institute of Engineering and Technology, Vijayawada",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/andhra-loyola-institute-of-engineering-and-technology-vijayawada?icn=college_page&ici=clg_4998_college_listing_tuple
"ALT Training College, Ahmedabad",B.Sc Botany Hons,Private,https://www.careers360.com/colleges/alt-training-college-ahmedabad?icn=college_page&ici=clg_15688_college_listing_tuple
"AM Reddy Memorial College of Engineering and Technology, Narasaraopet",BE Electronics and Communication Engineering,Private,https://www.careers360.com/colleges/am-reddy-memorial-college-of-engineering-and-technology-narasaraopet?icn=college_page&ici=clg_5116_college_listing_tuple
"AMAKSIK College of Technology and Management, Anakapalle",MBA,Private,https://www.careers360.com/colleges/amaksik-college-of-technology-and-management-anakapalle?icn=college_page&ici=clg_5218_college_listing_tuple
"AMAKSIK College of Technology and Management, Anakapalle",MBA,Private,https://www.careers360.com/colleges/amaksik-college-of-technology-and-management-anakapalle?icn=college_page&ici=clg_5218_college_listing_tuple
"AMC MET Medical College, Ahmedabad",BDS,Private,https://www.careers360.com/colleges/amc-met-medical-college-ahmedabad?icn=college_page&ici=clg_6338_college_listing_tuple
"AMP Government Law College, Rajkot",BA,Public/Govt,https://www.careers360.com/colleges/amp-government-law-college-rajkot?icn=college_page&ici=clg_23694_college_listing_tuple
"AMU Aligarh - Aligarh Muslim University, Aligarh",B.Com Hons,Public/Govt,https://www.careers360.com/university/aligarh-muslim-university-aligarh?icn=college_page&ici=clg_545_college_listing_tuple
"AMU Aligarh - Aligarh Muslim University, Aligarh",MA Economics,Public/Govt,https://www.careers360.com/university/aligarh-muslim-university-aligarh?icn=college_page&ici=clg_545_college_listing_tuple
"ANJA Sivakasi - Ayya Nadar Janaki Ammal Polytechnic College, Sivakasi",B.Tech Dairy Technology,Private,https://www.careers360.com/colleges/ayya-nadar-janaki-ammal-polytechnic-college-sivakasi?icn=college_page&ici=clg_17858_college_listing_tuple
"AP Government Institute of Leather Technology, Hyderabad",B.Sc,Public/Govt,https://www.careers360.com/colleges/ap-government-institute-of-leather-technology-hyderabad?icn=college_page&ici=clg_27303_college_listing_tuple
"APC College, Pratapgarh",B.Ed,Private,https://www.careers360.com/colleges/apc-college-pratapgarh?icn=college_page&ici=clg_29464_college_listing_tuple
"APC College, Pratapgarh",B.Ed,Private,https://www.careers360.com/colleges/apc-college-pratapgarh?icn=college_page&ici=clg_29464_college_listing_tuple
"APMC College of Pharmaceutical Education and Research, Himatnagar",B.Pharma,Private,https://www.careers360.com/colleges/apmc-college-of-pharmaceutical-education-and-research-himatnagar?icn=college_page&ici=clg_6997_college_listing_tuple
"APMC College of Pharmaceutical Education and Research, Himatnagar",BHMCT,Private,https://www.careers360.com/colleges/apmc-college-of-pharmaceutical-education-and-research-himatnagar?icn=college_page&ici=clg_6997_college_listing_tuple
"APN College, Jabalpur",Diploma in Civil Engineering,Private,https://www.careers360.com/colleges/apn-college-jabalpur?icn=college_page&ici=clg_17444_college_listing_tuple
"APS College of Education and Technology, Meerut",BA,Private,https://www.careers360.com/colleges/aps-college-of-education-and-technology-meerut-2?icn=college_page&ici=clg_27753_college_listing_tuple
"AR Bhatt College, Junagadh",B.Sc Chemistry,Private,https://www.careers360.com/colleges/ar-bhatt-college-junagadh?icn=college_page&ici=clg_18935_college_listing_tuple
"AR Engineering College, Villupuram",B.Tech Electronics and Communication Engineering,Private,https://www.careers360.com/colleges/ar-engineering-college-villupuram?icn=college_page&ici=clg_5114_college_listing_tuple
"ARJ College of Engineering and Technology, Tiruvarur",B.Tech Mechanical Engineering,Private,https://www.careers360.com/colleges/arj-college-of-engineering-and-technology-tiruvarur?icn=college_page&ici=clg_5113_college_listing_tuple
"ARJ Institute of Management Studies, Tiruvallur",MBA,Private,https://www.careers360.com/colleges/arj-institute-of-management-studies-tiruvallur?icn=college_page&ici=clg_7492_college_listing_tuple
"ARYA Institute of Management and Technology, Phagwara",B.Com,Private,https://www.careers360.com/colleges/arya-institute-of-management-and-technology-phagwara?icn=college_page&ici=clg_19724_college_listing_tuple
"AS-Salam College of Engineering and Technology, Thanjavur",B.Tech Electronics and Communication Engineering,Private,https://www.careers360.com/colleges/as-salam-college-of-engineering-and-technology-thanjavur?icn=college_page&ici=clg_4922_college_listing_tuple
"AS-Salam College of Engineering and Technology, Thanjavur",Diploma in Civil Engineering,Private,https://www.careers360.com/colleges/as-salam-college-of-engineering-and-technology-thanjavur?icn=college_page&ici=clg_4922_college_listing_tuple
"ASAS Kochi - Amrita School of Arts and Sciences, Kochi",BA LLB Integrated,Private,https://www.careers360.com/colleges/amrita-school-of-arts-and-sciences-kochi?icn=college_page&ici=clg_6484_college_listing_tuple
"ASC Silver Valley Degree College, Bengaluru",B.Com Hons,Private,https://www.careers360.com/colleges/asc-silver-valley-degree-college-bengaluru?icn=college_page&ici=clg_52950_college_listing_tuple
"ASC Silver Valley Degree Evening College, Bengaluru",BPT,Private,https://www.careers360.com/colleges/asc-silver-valley-degree-evening-college-bengaluru?icn=college_page&ici=clg_52951_college_listing_tuple
"ASE College of Education, Bhopal",B.Sc Nursing,Private,https://www.careers360.com/colleges/ase-college-of-education-bhopal?icn=college_page&ici=clg_19911_college_listing_tuple
"ASIET Kalady - Adi Shankara Institute of Engineering and Technology, Kalady",MBA,Private,https://www.careers360.com/colleges/adi-shankara-institute-of-engineering-and-technology-kalady?icn=college_page&ici=clg_5075_college_listing_tuple
"ASK College of Technology and Management, Visakhapatnam",BE Computer Science and Engineering,Private,https://www.careers360.com/colleges/ask-college-of-technology-and-management-visakhapatnam?icn=college_page&ici=clg_4794_college_listing_tuple
"ASM Institute of Business Management, Pune",BBA,Private,https://www.careers360.com/colleges/asm-institute-of-business-management-pune?icn=college_page&ici=clg_5581_college_listing_tuple
"ASPEE College of Home Science and Nutrition, Sardarkrushinagar",LLB,Public/Govt,https://www.careers360.com/colleges/aspee-college-of-home-science-and-nutrition-sardarkrushinagar?icn=college_page&ici=clg_22272_college_listing_tuple
"ATSVS Siddha Medical College and Hospital, Kanyakumari",B.Optom,Private,https://www.careers360.com/colleges/atsvs-siddha-medical-college-and-hospital-kanyakumari?icn=college_page&ici=clg_24350_college_listing_tuple
"AVK Institute of Management, Bengaluru",MBA,Private,https://www.careers360.com/colleges/avk-institute-of-management-bengaluru?icn=college_page&ici=clg_41082_college_listing_tuple
"AVN Polytechnic, Krishna",B.Ed,Private,https://www.careers360.com/colleges/avn-polytechnic-krishna?icn=college_page&ici=clg_40849_college_listing_tuple
"AVS College of Technology, Salem",BDS,Private,https://www.careers360.com/colleges/avs-college-of-technology-salem?icn=college_page&ici=clg_7226_college_listing_tuple
"AVS College of Technology, Salem",MBA,Private,https://www.careers360.com/colleges/avs-college-of-technology-salem?icn=college_page&ici=clg_7226_college_listing_tuple
"AYT Teachers Training College, Siwan",B.Sc Botany Hons,Private,https://www.careers360.com/colleges/ayt-teachers-training-college-siwan?icn=college_page&ici=clg_27121_college_listing_tuple
"Aadhi Bhagawan College of Pharmacy, Tiruvannamalai",BSMS,Private,https://www.careers360.com/colleges/aadhi-bhagawan-college-of-pharmacy-tiruvannamalai?icn=college_page&ici=clg_24355_college_listing_tuple
"Aarihant Ayurvedic Medical College and Research Institute, Gandhinagar",BAMS,Private,https://www.careers360.com/colleges/aarihant-ayurvedic-medical-college-and-research-institute-gandhinagar?icn=college_page&ici=clg_49049_college_listing_tuple
"Aarihant Homoeopathic Medical College and Research Institute, Gandhinagar",BA,Private,https://www.careers360.com/colleges/aarihant-homoeopathic-medical-college-and-research-institute-gandhinagar?icn=college_page&ici=clg_49061_college_listing_tuple
"Aarihant Homoeopathic Medical College and Research Institute, Gandhinagar",BA,Private,https://www.careers360.com/colleges/aarihant-homoeopathic-medical-college-and-research-institute-gandhinagar?icn=college_page&ici=clg_49061_college_listing_tuple
"Aarogyam Nursing College, Roorkee",ANM,Private,https://www.careers360.com/colleges/aarogyam-nursing-college-roorkee?icn=college_page&ici=clg_54117_college_listing_tuple
"Aasra College, Bijnor",B.Ed,Private,https://www.careers360.com/colleges/aasra-college-bijnor?icn=college_page&ici=clg_24999_college_listing_tuple
"Abasaheb Parvekar Mahavidyalaya, Yavatmal",B.Ed,Private,https://www.careers360.com/colleges/abasaheb-parvekar-mahavidyalaya-yavatmal?icn=college_page&ici=clg_26850_college_listing_tuple
"Abdul Aziz Ansari Degree College, Jaunpur",BA,Private,https://www.careers360.com/colleges/abdul-aziz-ansari-degree-college-jaunpur?icn=college_page&ici=clg_30159_college_listing_tuple
"Abdul Razzaq Degree College, Amroha",BJMC,Private,https://www.careers360.com/colleges/abdul-razzaq-degree-college-amroha?icn=college_page&ici=clg_15520_college_listing_tuple
"Abdul Usman Mahavidyalaya, Mau",BA,Private,https://www.careers360.com/colleges/abdul-usman-mahavidyalaya-mau?icn=college_page&ici=clg_30160_college_listing_tuple
"Abhay College of Commerce and Education, Varanasi",BA,Private,https://www.careers360.com/colleges/abhay-college-of-commerce-and-education-varanasi?icn=college_page&ici=clg_17318_college_listing_tuple
"Abhay College of Education, Varanasi",B.Com,Private,https://www.careers360.com/colleges/abhay-college-of-education-varanasi?icn=college_page&ici=clg_17344_college_listing_tuple
"Abhilashi College of Nursing, Mandi",GNM,Private,https://www.careers360.com/colleges/abhilashi-college-of-nursing-mandi?icn=college_page&ici=clg_17010_college_listing_tuple
"Abhinav Education Society's College of Pharmacy D Pharm, Pune",D.Pharma,Private,https://www.careers360.com/colleges/abhinav-education-societys-college-of-pharmacy-d-pharm-pune?icn=college_page&ici=clg_27904_college_listing_tuple
"Abhinav Pragya Mahavidyalaya, Sarila",B.Sc Agriculture Hons,Private,https://www.careers360.com/colleges/abhinav-pragya-mahavidyalaya-sarila?icn=college_page&ici=clg_15698_college_listing_tuple
"Academy of Management Studies, Hyderabad",MBA,Private,https://www.careers360.com/colleges/academy-of-management-studies-hyderabad?icn=college_page&ici=clg_7181_college_listing_tuple
"Academy of Management and Information Technology, Khurda",BA Economics Hons,Private,https://www.careers360.com/colleges/academy-of-management-and-information-technology-khurda?icn=college_page&ici=clg_19505_college_listing_tuple
"Academy of Nursing and Health Sciences, Bhopal",B.Ed,Private,https://www.careers360.com/colleges/academy-of-nursing-and-health-sciences-bhopal?icn=college_page&ici=clg_19907_college_listing_tuple
"Accurate Institute of Advanced Management, Greater Noida",MBBS,Private,https://www.careers360.com/colleges/accurate-institute-of-advanced-management-greater-noida?icn=college_page&ici=clg_6364_college_listing_tuple
"Acharya Harihar Post Graduate Institute of Cancer, Cuttack",M.Sc Clinical Virology,Public/Govt,https://www.careers360.com/colleges/acharya-harihar-post-graduate-institute-of-cancer-cuttack?icn=college_page&ici=clg_53510_college_listing_tuple
"Acharya Jagadish Chandra Academy B Ed College, Nadia",B.Ed,Private,https://www.careers360.com/colleges/acharya-jagadish-chandra-academy-b-ed-college-nadia?icn=college_page&ici=clg_30384_college_listing_tuple
"Acharya Jagadish Chandra Academy B Ed College, Nadia",GNM,Private,https://www.careers360.com/colleges/acharya-jagadish-chandra-academy-b-ed-college-nadia?icn=college_page&ici=clg_30384_college_listing_tuple
"Acharya Jagadish Chandra Bose Polytechnic, North 24 Parganas",B.Pharma,Public/Govt,https://www.careers360.com/colleges/acharya-jagadish-chandra-bose-polytechnic-north-24-parganas?icn=college_page&ici=clg_26764_college_listing_tuple
"Acharya Jawadekar College of Education, Gargoti",B.Ed,Private,https://www.careers360.com/colleges/acharya-jawadekar-college-of-education-gargoti?icn=college_page&ici=clg_14896_college_listing_tuple
"Acharya Prafulla Chandra Roy Government College, Siliguri",Bachelor of Hospitality Management,Public/Govt,https://www.careers360.com/colleges/acharya-prafulla-chandra-roy-government-college-siliguri?icn=college_page&ici=clg_30370_college_listing_tuple
"Acharya Prafulla Chandra Roy Government College, Siliguri",Bachelor of Hospitality Management,Public/Govt,https://www.careers360.com/colleges/acharya-prafulla-chandra-roy-government-college-siliguri?icn=college_page&ici=clg_30370_college_listing_tuple
"Acharya Shri Chander Technical Institute, Jammu",M.Tech Computer Science Engineering,Private,https://www.careers360.com/colleges/acharya-shri-chander-technical-institute-jammu?icn=college_page&ici=clg_40995_college_listing_tuple
"Acharya Sudarshan B Ed College, Sitamarhi",B.Com,Private,https://www.careers360.com/colleges/acharya-sudarshan-b-ed-college-sitamarhi?icn=college_page&ici=clg_27057_college_listing_tuple
"Acharya Vinoba Bhave PG College, Amethi",B.Arch,Private,https://www.careers360.com/colleges/acharya-vinoba-bhave-pg-college-amethi?icn=college_page&ici=clg_51091_college_listing_tuple
"Acharya Virag Sagar Vidhyapeeth, Bina",B.Ed,Private,https://www.careers360.com/colleges/acharya-virag-sagar-vidhyapeeth-bina?icn=college_page&ici=clg_51923_college_listing_tuple
"Acharya Virag Sagar Vidhyapeeth, Bina",B.Ed,Private,https://www.careers360.com/colleges/acharya-virag-sagar-vidhyapeeth-bina?icn=college_page&ici=clg_51923_college_listing_tuple
"Adamas Institute of Technology, North 24 Parganas",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/adamas-institute-of-technology-north-24-parganas?icn=college_page&ici=clg_5085_college_listing_tuple
"Adarsh Arts and Commerce College, Gadchiroli",B.Com,Private,https://www.careers360.com/colleges/adarsh-arts-and-commerce-college-gadchiroli?icn=college_page&ici=clg_15700_college_listing_tuple
"Adarsh MD Mahila Mahavidyalaya, Ghazipur",B.Ed,Private,https://www.careers360.com/colleges/adarsh-md-mahila-mahavidyalaya-ghazipur?icn=college_page&ici=clg_51448_college_listing_tuple
"Adarsh Mahila Shikshak Prashikshan Mahavidyalaya, Bilara",B.Ed,Private,https://www.careers360.com/colleges/adarsh-mahila-shikshak-prashikshan-mahavidyalaya-bilara?icn=college_page&ici=clg_21532_college_listing_tuple
"Adarsh PG College, Nagaur",B.Ed,Private,https://www.careers360.com/colleges/adarsh-pg-college-nagaur?icn=college_page&ici=clg_45628_college_listing_tuple
"Adarsh Subhash Tayal College of Education, Hansi",B.Ed,Private,https://www.careers360.com/colleges/adarsh-subhash-tayal-college-of-education-hansi?icn=college_page&ici=clg_19036_college_listing_tuple
"Adarsha College of Education, North 24 Parganas","B.Sc-Mathematics, Physics and Chemistry",Private,https://www.careers360.com/colleges/adarsha-college-of-education-north-24-parganas?icn=college_page&ici=clg_15481_college_listing_tuple
"Adarsha College of Pharmacy, Kamarajpet",D.Pharma,Private,https://www.careers360.com/colleges/adarsha-college-of-pharmacy-kamarajpet?icn=college_page&ici=clg_6754_college_listing_tuple
"Adarshabani Teacher Training College, Malda",BMLT,Private,https://www.careers360.com/colleges/adarshabani-teacher-training-college-malda?icn=college_page&ici=clg_30385_college_listing_tuple
"Adarshabani Teacher Training College, Malda",BMLT,Private,https://www.careers360.com/colleges/adarshabani-teacher-training-college-malda?icn=college_page&ici=clg_30385_college_listing_tuple
"Adesh College of Pharmacy, Pilibhit",D.Pharma,Private,https://www.careers360.com/colleges/adesh-college-of-pharmacy-pilibhit?icn=college_page&ici=clg_26093_college_listing_tuple
"Adesh Institute of Medical Sciences and Research, Bathinda",MBBS,Private,https://www.careers360.com/colleges/adesh-institute-of-medical-sciences-and-research-bathinda?icn=college_page&ici=clg_6299_college_listing_tuple
"Adhiparasakthi College of Arts and Science, Vellore",BDS,Private,https://www.careers360.com/colleges/adhiparasakthi-college-of-arts-and-science-vellore?icn=college_page&ici=clg_5829_college_listing_tuple
"Adhiparasakthi Polytechnic College, Pappireddipatti",Diploma in Mechanical Engineering,Private,https://www.careers360.com/colleges/adhiparasakthi-polytechnic-college-pappireddipatti?icn=college_page&ici=clg_17840_college_listing_tuple
"Adhiyamaan Polytechnic College, Krishnagiri",Diploma in Mechanical Production Engineering,Private,https://www.careers360.com/colleges/adhiyamaan-polytechnic-college-krishnagiri?icn=college_page&ici=clg_41676_college_listing_tuple
"Adhiyamaan Polytechnic College, Krishnagiri",MBA,Private,https://www.careers360.com/colleges/adhiyamaan-polytechnic-college-krishnagiri?icn=college_page&ici=clg_41676_college_listing_tuple
"Adi Sankara Training College, Kalady",BBA,Private,https://www.careers360.com/colleges/adi-sankara-training-college-kalady?icn=college_page&ici=clg_29038_college_listing_tuple
"Adi Sankara Training College, Kalady",B.Com Computer Applications,Private,https://www.careers360.com/colleges/adi-sankara-training-college-kalady?icn=college_page&ici=clg_29038_college_listing_tuple
"Adilok Mahila B Ed College, Gondia",BSW,Private,https://www.careers360.com/colleges/adilok-mahila-b-ed-college-gondia?icn=college_page&ici=clg_47864_college_listing_tuple
"Adina College of Pharmacy, Sagar",B.Sc Animation,Private,https://www.careers360.com/colleges/adina-college-of-pharmacy-sagar?icn=college_page&ici=clg_41148_college_listing_tuple
"Aditya College of Physical Education, Surampalem",D.El.Ed,Private,https://www.careers360.com/colleges/aditya-college-of-physical-education-surampalem?icn=college_page&ici=clg_20231_college_listing_tuple
"Aditya College of Physiotherapy, Beed",BPT,Private,https://www.careers360.com/colleges/aditya-college-of-physiotherapy-beed?icn=college_page&ici=clg_49616_college_listing_tuple
"Aditya Degree College, Bhimavaram",BA,Private,https://www.careers360.com/colleges/aditya-degree-college-bhimavaram?icn=college_page&ici=clg_20227_college_listing_tuple
"Aditya Degree College, Surampalem",BA LLB Hons,Private,https://www.careers360.com/colleges/aditya-degree-college-surampalem?icn=college_page&ici=clg_20229_college_listing_tuple
"Aditya Degree College, Tuni, East Godavari",B.Com,Private,https://www.careers360.com/colleges/aditya-degree-college-tuni-east-godavari?icn=college_page&ici=clg_50229_college_listing_tuple
"Aditya Engineering College, Beed",MBA,Private,https://www.careers360.com/colleges/aditya-engineering-college-beed?icn=college_page&ici=clg_5071_college_listing_tuple
"Aditya Polytechnic, Lanja",Diploma in Electrical Engineering,Private,https://www.careers360.com/colleges/aditya-polytechnic-lanja?icn=college_page&ici=clg_17841_college_listing_tuple
"Aditya Prakash Jalan Teacher's Training College, Ranchi",B.Ed,Private,https://www.careers360.com/colleges/aditya-prakash-jalan-teachers-training-college-ranchi?icn=college_page&ici=clg_28884_college_listing_tuple
"Aditya Yog Naturopathy Hospital and Research Institute, Kichha",B.Ed,Private,https://www.careers360.com/colleges/aditya-yog-naturopathy-hospital-and-research-institute-kichha?icn=college_page&ici=clg_19816_college_listing_tuple
"Advanced Institute of Education, Faridabad",B.Ed,Private,https://www.careers360.com/colleges/advanced-institute-of-education-faridabad?icn=college_page&ici=clg_50268_college_listing_tuple
"Adwaita Mission Training College, Banka",B.Com,Private,https://www.careers360.com/colleges/adwaita-mission-training-college-banka?icn=college_page&ici=clg_27253_college_listing_tuple
"Agalpur Panchayat Samiti College, Roth",BCA,Private,https://www.careers360.com/colleges/agalpur-panchayat-samiti-college-roth?icn=college_page&ici=clg_29254_college_listing_tuple
"Agalpur Panchayat Samiti College, Roth",M.Sc Geology,Private,https://www.careers360.com/colleges/agalpur-panchayat-samiti-college-roth?icn=college_page&ici=clg_29254_college_listing_tuple
"Agartala Government Medical College, Agartala",B.Ed,Public/Govt,https://www.careers360.com/colleges/agartala-government-medical-college-agartala?icn=college_page&ici=clg_5736_college_listing_tuple
"Agarwal College, Merta City",B.Ed,Private,https://www.careers360.com/colleges/agarwal-college-merta-city?icn=college_page&ici=clg_21533_college_listing_tuple
"Agnihotri Institute of Pharmacy, Wardha",D.Pharma,Private,https://www.careers360.com/colleges/agnihotri-institute-of-pharmacy-wardha?icn=college_page&ici=clg_27886_college_listing_tuple
"Agricultural College and Research Institute, Tamil Nadu Agricultural University, Coimbatore",B.Sc Apparel and Fashion Design,Public/Govt,https://www.careers360.com/colleges/agricultural-college-and-research-institute-tamil-nadu-agricultural-university-coimbatore?icn=college_page&ici=clg_15710_college_listing_tuple
"Agricultural College, Naira",B.Ed,Public/Govt,https://www.careers360.com/colleges/agricultural-college-naira?icn=college_page&ici=clg_20083_college_listing_tuple
"Agricultural Polytechnic, Garikapadu",B.Ed,Public/Govt,https://www.careers360.com/colleges/agricultural-polytechnic-garikapadu?icn=college_page&ici=clg_20088_college_listing_tuple
"Agricultural Polytechnic, Madakasira",B.Ed,Public/Govt,https://www.careers360.com/colleges/agricultural-polytechnic-madakasira?icn=college_page&ici=clg_20089_college_listing_tuple
